	entity_ner_class	count	ner_class	entity_name
8440	Ramadan,DATE	1	Ramadan	DATE
8439	18-hour,TIME	1	18-hour	TIME
8438	St Paul’s,PRODUCT	1	St Paul’s	PRODUCT
8429	Tania,PERSON	1	Tania	PERSON
1727	£11bn.,MONEY	1	£11bn.	MONEY
8424	The Community shield,EVENT	1	The Community shield	EVENT
1726	over £500,MONEY	1	over £500	MONEY
8426	these past two weeks,DATE	1	these past two weeks	DATE
8427	eight years old,DATE	1	eight years old	DATE
8428	Faisal,PERSON	1	Faisal	PERSON
8430	Rhianna,PERSON	1	Rhianna	PERSON
8437	Big Ben,PRODUCT	1	Big Ben	PRODUCT
8431	the 10,000 metres,QUANTITY	1	the 10,000 metres	QUANTITY
8432	these two weeks,DATE	1	these two weeks	DATE
8433	Ten days back,DATE	1	Ten days back	DATE
8434	London Underground,FAC	1	London Underground	FAC
8435	Somali,NORP	1	Somali	NORP
8436	Union Jack,PRODUCT	1	Union Jack	PRODUCT
8383	Alesha,PERSON	1	Alesha	PERSON
8382	Shafilea Ahmed,PERSON	1	Shafilea Ahmed	PERSON
8381	Islam,ORG	1	Islam	ORG
8380	Speedo,LOC	1	Speedo	LOC
8324	between 2005, when,DATE	1	between 2005, when	DATE
8325	13.5billion,MONEY	1	13.5billion	MONEY
8326	£2billion.,MONEY	1	£2billion.	MONEY
1762	Windsor Park,FAC	1	Windsor Park	FAC
8328	8.06billion,MONEY	1	8.06billion	MONEY
8329	6billion,MONEY	1	6billion	MONEY
8330	10.5billion,MONEY	1	10.5billion	MONEY
8331	13billion,MONEY	1	13billion	MONEY
1761	about £138m,MONEY	1	about £138m	MONEY
1760	Downpatrick,GPE	1	Downpatrick	GPE
8334	Lawrence Mallinson,PERSON	1	Lawrence Mallinson	PERSON
8335	James White,ORG	1	James White	ORG
8336	Ashbocking,GPE	1	Ashbocking	GPE
8337	Beet-It,PRODUCT	1	Beet-It	PRODUCT
1759	Ballyholme,FAC	1	Ballyholme	FAC
8323	£16.5billion to,MONEY	1	£16.5billion to	MONEY
1763	Ravenhill,GPE	1	Ravenhill	GPE
8321	Poznan,GPE	1	Poznan	GPE
8312	Tim,PERSON	1	Tim	PERSON
8306	Angela Hannah,PERSON	1	Angela Hannah	PERSON
8307	Louisa Sawers,PERSON	1	Louisa Sawers	PERSON
8308	Richard Jefferies,PERSON	1	Richard Jefferies	PERSON
1764	Casement Park,FAC	1	Casement Park	FAC
8310	1000m,QUANTITY	1	1000m	QUANTITY
8311	Canoe Sprint,ORG	1	Canoe Sprint	ORG
8313	Paul Wycherley,PERSON	1	Paul Wycherley	PERSON
8320	Jefferies,PERSON	1	Jefferies	PERSON
8314	Heath,PERSON	1	Heath	PERSON
8315	Schofield,PERSON	1	Schofield	PERSON
8316	K2,EVENT	1	K2	EVENT
8317	Szeged,GPE	1	Szeged	GPE
8318	McKeever,PERSON	1	McKeever	PERSON
8319	Walker,PERSON	1	Walker	PERSON
8339	Lawrence,PERSON	1	Lawrence	PERSON
8340	54,DATE	1	54	DATE
8341	the New Covent Garden Soup Company,ORG	1	the New Covent Garden Soup Company	ORG
1752	next February,DATE	1	next February	DATE
8364	Mariam Hussein,PERSON	1	Mariam Hussein	PERSON
8365	Ray-Ban,ORG	1	Ray-Ban	ORG
8366	Steph Houghton’s,PERSON	1	Steph Houghton’s	PERSON
8368	August 2011,DATE	1	August 2011	DATE
8369	at least a quarter,CARDINAL	1	at least a quarter	CARDINAL
8371	Claire Balding,PERSON	1	Claire Balding	PERSON
8373	Jessica Ennis’s,PERSON	1	Jessica Ennis’s	PERSON
8362	Arabic,LANGUAGE	1	Arabic	LANGUAGE
1751	Austria,GPE	1	Austria	GPE
8375	a Zara Phillips,PERSON	1	a Zara Phillips	PERSON
1748	DCAL,ORG	1	DCAL	ORG
1747	the Department of Culture, Arts and Leisure,ORG	1	the Department of Culture, Arts and Leisure	ORG
1746	about £15,MONEY	1	about £15	MONEY
8379	Gore Vidal,PERSON	1	Gore Vidal	PERSON
8363	Arab,NORP	1	Arab	NORP
8361	this Olympic Games,EVENT	1	this Olympic Games	EVENT
8342	56,000,MONEY	1	56,000	MONEY
8349	Robert Leigh,PERSON	1	Robert Leigh	PERSON
8343	2½fl oz,QUANTITY	1	2½fl oz	QUANTITY
8344	about ten per cent,PERCENT	1	about ten per cent	PERCENT
8345	Beet-It,ORG	1	Beet-It	ORG
8346	5million,MONEY	1	5million	MONEY
8347	DeVono Property,ORG	1	DeVono Property	ORG
8348	Adam Landau,PERSON	1	Adam Landau	PERSON
8351	Laura Williamson:,PERSON	1	Laura Williamson:	PERSON
8360	Scott Sinclair,PERSON	1	Scott Sinclair	PERSON
8352	Major League Soccer,ORG	1	Major League Soccer	ORG
8353	the opening days,DATE	1	the opening days	DATE
8355	ex-Manchester City,ORG	1	ex-Manchester City	ORG
8357	Stuart Pearce’s,PERSON	1	Stuart Pearce’s	PERSON
8358	Ryan,PERSON	1	Ryan	PERSON
8359	God Save The Queen,WORK_OF_ART	1	God Save The Queen	WORK_OF_ART
7518	£19.2 million,MONEY	1	£19.2 million	MONEY
7517	more than £31 million,MONEY	1	more than £31 million	MONEY
7516	only around 10,CARDINAL	1	only around 10	CARDINAL
6681	Sara Sutcliffe,PERSON	1	Sara Sutcliffe	PERSON
6664	118,000,CARDINAL	1	118,000	CARDINAL
6665	128,300,CARDINAL	1	128,300	CARDINAL
6666	Hamish McInnes,PERSON	1	Hamish McInnes	PERSON
6667	Peter Wilson’s,PERSON	1	Peter Wilson’s	PERSON
6669	Amber Hill,PERSON	1	Amber Hill	PERSON
6670	25,144,600,MONEY	1	25,144,600	MONEY
6671	21,352,191,MONEY	1	21,352,191	MONEY
6672	2,824,800,CARDINAL	1	2,824,800	CARDINAL
6673	2,892,200,CARDINAL	1	2,892,200	CARDINAL
6674	Michael Phelps’s,PERSON	1	Michael Phelps’s	PERSON
6675	3,398,300,MONEY	1	3,398,300	MONEY
6676	4,345,127,MONEY	1	4,345,127	MONEY
6677	1,213,848,MONEY	1	1,213,848	MONEY
6678	107,300,CARDINAL	1	107,300	CARDINAL
6679	112,200,CARDINAL	1	112,200	CARDINAL
6663	2,992,493,MONEY	1	2,992,493	MONEY
6662	2,461,866,MONEY	1	2,461,866	MONEY
2458	Sophie Hosking,PERSON	1	Sophie Hosking	PERSON
6651	the last 12 month’s,DATE	1	the last 12 month’s	DATE
6645	Jamie Cooke,PERSON	1	Jamie Cooke	PERSON
6646	27,287,600,MONEY	1	27,287,600	MONEY
6647	32,622,862,MONEY	1	32,622,862	MONEY
6648	48,600,CARDINAL	1	48,600	CARDINAL
6649	35,800,CARDINAL	1	35,800	CARDINAL
6650	Annamarie Phelps,PERSON	1	Annamarie Phelps	PERSON
6652	about 11,500,CARDINAL	1	about 11,500	CARDINAL
2462	Hannah Mills,PERSON	1	Hannah Mills	PERSON
6653	33%,PERCENT	1	33%	PERCENT
6654	22,942,700,MONEY	1	22,942,700	MONEY
6655	24,515,072,MONEY	1	24,515,072	MONEY
6656	56,900,CARDINAL	1	56,900	CARDINAL
2463	Saskia Clarke,PERSON	1	Saskia Clarke	PERSON
6658	Royal Yachting Association,ORG	1	Royal Yachting Association	ORG
6680	English Table Tennis Association,ORG	1	English Table Tennis Association	ORG
6682	4,833,600,MONEY	1	4,833,600	MONEY
6643	Pentathlon GB,ORG	1	Pentathlon GB	ORG
6683	6,861,812,MONEY	1	6,861,812	MONEY
6702	Beach,LOC	1	Beach	LOC
6703	2,928,039,MONEY	1	2,928,039	MONEY
6704	4,541,789,MONEY	1	4,541,789	MONEY
6705	1,365,157,MONEY	1	1,365,157	MONEY
6706	1,798,319,MONEY	1	1,798,319	MONEY
6707	86,100,CARDINAL	1	86,100	CARDINAL
2442	Dorset County Council,ORG	1	Dorset County Council	ORG
6709	British Weightlifting,ORG	1	British Weightlifting	ORG
6710	Ashley Metcalfe,PERSON	1	Ashley Metcalfe	PERSON
6712	1,435,210,MONEY	1	1,435,210	MONEY
6713	459,CARDINAL	1	459	CARDINAL
6714	648,CARDINAL	1	648	CARDINAL
6715	British Wrestling,ORG	1	British Wrestling	ORG
6716	Colin Nicholson,PERSON	1	Colin Nicholson	PERSON
6717	a huge month,DATE	1	a huge month	DATE
6701	34,900,CARDINAL	1	34,900	CARDINAL
6700	27,400,CARDINAL	1	27,400	CARDINAL
6699	514,000,MONEY	1	514,000	MONEY
6690	5,291,300,MONEY	1	5,291,300	MONEY
6684	26,200,CARDINAL	1	26,200	CARDINAL
6685	23,100,CARDINAL	1	23,100	CARDINAL
6686	Steve Flynn,PERSON	1	Steve Flynn	PERSON
6687	TENNIS,GPE	1	TENNIS	GPE
6688	420,300,CARDINAL	1	420,300	CARDINAL
6689	424,300,CARDINAL	1	424,300	CARDINAL
6691	5,508,643,MONEY	1	5,508,643	MONEY
6698	3,536,077,MONEY	1	3,536,077	MONEY
6692	142,600,CARDINAL	1	142,600	CARDINAL
6693	154,211,CARDINAL	1	154,211	CARDINAL
6694	British Triathlon Federation,ORG	1	British Triathlon Federation	ORG
6695	Zara Hyde Peters,PERSON	1	Zara Hyde Peters	PERSON
2443	David Jenkins,PERSON	1	David Jenkins	PERSON
6697	the World Triathlon Grand Final,EVENT	1	the World Triathlon Grand Final	EVENT
6644	Jon Austin,PERSON	1	Jon Austin	PERSON
6642	13,128,CARDINAL	1	13,128	CARDINAL
6567	149,400,CARDINAL	1	149,400	CARDINAL
6605	British Fencing,ORG	1	British Fencing	ORG
6589	the Track World Championships,EVENT	1	the Track World Championships	EVENT
2470	Nicola Wilson,PERSON	1	Nicola Wilson	PERSON
6591	6,535,700,MONEY	1	6,535,700	MONEY
6592	7,467,860,MONEY	1	7,467,860	MONEY
2468	Mary King,PERSON	1	Mary King	PERSON
6594	Splash,ORG	1	Splash	ORG
6595	13,395,100,MONEY	1	13,395,100	MONEY
6596	17,929,600,MONEY	1	17,929,600	MONEY
6597	325,500,CARDINAL	1	325,500	CARDINAL
6598	300,800,CARDINAL	1	300,800	CARDINAL
6599	British Equestrian Federation,ORG	1	British Equestrian Federation	ORG
6600	Andrew Finding,PERSON	1	Andrew Finding	PERSON
6601	2,529,335,MONEY	1	2,529,335	MONEY
6602	3,082,800,MONEY	1	3,082,800	MONEY
6603	9,569,CARDINAL	1	9,569	CARDINAL
6587	1,866,100,CARDINAL	1	1,866,100	CARDINAL
6586	1,934,600,CARDINAL	1	1,934,600	CARDINAL
6585	30,565,816,MONEY	1	30,565,816	MONEY
2477	the best year ever,DATE	1	the best year ever	DATE
6570	9,551,400,MONEY	1	9,551,400	MONEY
6571	13,764,437,MONEY	1	13,764,437	MONEY
6572	139,200,CARDINAL	1	139,200	CARDINAL
6573	150,100,CARDINAL	1	150,100	CARDINAL
6574	British Amateur Boxing Association,ORG	1	British Amateur Boxing Association	ORG
6575	Matt Holt,PERSON	1	Matt Holt	PERSON
6577	16,176,700,MONEY	1	16,176,700	MONEY
6584	26,032,000,MONEY	1	26,032,000	MONEY
6578	19,107,789,MONEY	1	19,107,789	MONEY
6579	42,400,CARDINAL	1	42,400	CARDINAL
6580	38,500,CARDINAL	1	38,500	CARDINAL
6581	British Canoe Union,ORG	1	British Canoe Union	ORG
6582	Paul Owen,PERSON	1	Paul Owen	PERSON
2473	the All-Party Parliamentary Group on Women's Sport and Fitness,ORG	1	the All-Party Parliamentary Group on Women's Sport and Fitness	ORG
6604	9,583,CARDINAL	1	9,583	CARDINAL
6606	Peter King,PERSON	1	Peter King	PERSON
6641	10,938,CARDINAL	1	10,938	CARDINAL
6607	European Cup,EVENT	1	European Cup	EVENT
6626	15,013,200,MONEY	1	15,013,200	MONEY
6627	15,511,600,MONEY	1	15,511,600	MONEY
6628	106,800,CARDINAL	1	106,800	CARDINAL
6629	92,100,CARDINAL	1	92,100	CARDINAL
6630	Hockey Nation,ORG	1	Hockey Nation	ORG
6631	the World League,ORG	1	the World League	ORG
2464	470,CARDINAL	1	470	CARDINAL
6633	7,498,000,MONEY	1	7,498,000	MONEY
6634	6,800,200,MONEY	1	6,800,200	MONEY
6635	23,600,CARDINAL	1	23,600	CARDINAL
6636	19,900,CARDINAL	1	19,900	CARDINAL
6637	Judo,ORG	1	Judo	ORG
6638	Andrew Scoular,PERSON	1	Andrew Scoular	PERSON
6639	6,288,800,MONEY	1	6,288,800	MONEY
6640	6,940,098,MONEY	1	6,940,098	MONEY
6625	two months,DATE	1	two months	DATE
6624	Stein,PERSON	1	Stein	PERSON
6623	Gordon,PERSON	1	Gordon	PERSON
6614	51,100,CARDINAL	1	51,100	CARDINAL
2467	Laura Robson,PERSON	1	Laura Robson	PERSON
6609	2,198,300,CARDINAL	1	2,198,300	CARDINAL
6610	1,939,700,CARDINAL	1	1,939,700	CARDINAL
6611	home nations,ORG	1	home nations	ORG
6612	10,770,600,MONEY	1	10,770,600	MONEY
6613	14,465,428,MONEY	1	14,465,428	MONEY
6615	49,100,CARDINAL	1	49,100	CARDINAL
6622	British Handball Association,ORG	1	British Handball Association	ORG
2465	Samantha Murray,PERSON	1	Samantha Murray	PERSON
6617	Jane Allen,PERSON	1	Jane Allen	PERSON
6618	European Youth Olympics,EVENT	1	European Youth Olympics	EVENT
6619	2,924,721,MONEY	1	2,924,721	MONEY
6620	2,278,CARDINAL	1	2,278	CARDINAL
6621	3,989,CARDINAL	1	3,989	CARDINAL
6718	McDonald,ORG	1	McDonald	ORG
6719	A good 25,000,CARDINAL	1	A good 25,000	CARDINAL
2440	the South West England Board,ORG	1	the South West England Board	ORG
6834	17 per cent,PERCENT	1	17 per cent	PERCENT
6818	32.7 per cent,PERCENT	1	32.7 per cent	PERCENT
6819	26.6 per cent,PERCENT	1	26.6 per cent	PERCENT
6820	37.7 per cent,PERCENT	1	37.7 per cent	PERCENT
6821	37.5 per cent,PERCENT	1	37.5 per cent	PERCENT
2394	Natasha Jonas,PERSON	1	Natasha Jonas	PERSON
6823	Uppingham School,ORG	1	Uppingham School	ORG
6824	Northamptonshire Grammar School,ORG	1	Northamptonshire Grammar School	ORG
6825	Wellow House School,ORG	1	Wellow House School	ORG
6826	over 50 per cent,PERCENT	1	over 50 per cent	PERCENT
2393	Steve Jordan,PERSON	1	Steve Jordan	PERSON
6828	almost three quarters,CARDINAL	1	almost three quarters	CARDINAL
6829	under the age of 10,DATE	1	under the age of 10	DATE
2392	Cheltenham Borough Council,ORG	1	Cheltenham Borough Council	ORG
6831	the past yeart,DATE	1	the past yeart	DATE
6832	A quarter,CARDINAL	1	A quarter	CARDINAL
2396	Queen Underwood,PERSON	1	Queen Underwood	PERSON
6816	10 year,DATE	1	10 year	DATE
6815	Education Select Committee,ORG	1	Education Select Committee	ORG
6806	123,CARDINAL	1	123	CARDINAL
2406	18.4%,PERCENT	1	18.4%	PERCENT
6799	A million,CARDINAL	1	A million	CARDINAL
2405	22.1%,PERCENT	1	22.1%	PERCENT
2404	Paralympic Legacy Programme,EVENT	1	Paralympic Legacy Programme	EVENT
2403	£292,MONEY	1	£292	MONEY
6804	those beguiling few weeks,DATE	1	those beguiling few weeks	DATE
6807	82,CARDINAL	1	82	CARDINAL
6814	97 per cent,PERCENT	1	97 per cent	PERCENT
6808	Fitness First Clubs,ORG	1	Fitness First Clubs	ORG
6809	Aldershot Town FC,ORG	1	Aldershot Town FC	ORG
6810	Coventry City FC,ORG	1	Coventry City FC	ORG
6811	a moment,TIME	1	a moment	TIME
6812	Queen Elizabeth Park,FAC	1	Queen Elizabeth Park	FAC
2397	Jonas,PERSON	1	Jonas	PERSON
6833	between five and 10,DATE	1	between five and 10	DATE
6835	17.4 per cent,PERCENT	1	17.4 per cent	PERCENT
6721	10,000-metre,QUANTITY	1	10,000-metre	QUANTITY
6836	22.5 per cent,PERCENT	1	22.5 per cent	PERCENT
6855	The FA Tesco Skills Programme,ORG	1	The FA Tesco Skills Programme	ORG
6856	5-11 year olds,DATE	1	5-11 year olds	DATE
6857	the Court of Appeal,ORG	1	the Court of Appeal	ORG
2385	Cheltenham,GPE	1	Cheltenham	GPE
6859	West Ham ’s,ORG	1	West Ham ’s	ORG
2384	86 years,DATE	1	86 years	DATE
6861	More than a year,DATE	1	More than a year	DATE
6862	St Saviour’s Church of England Primary School,ORG	1	St Saviour’s Church of England Primary School	ORG
2378	The Amaechi Basketball Centre,FAC	1	The Amaechi Basketball Centre	FAC
2377	Amaechi,PERSON	1	Amaechi	PERSON
6867	555,000,MONEY	1	555,000	MONEY
6868	St Saviour’s,FAC	1	St Saviour’s	FAC
6869	Flora Vidal,PERSON	1	Flora Vidal	PERSON
6870	a couple of months,DATE	1	a couple of months	DATE
6871	as young as four,DATE	1	as young as four	DATE
2386	more than £110,000,MONEY	1	more than £110,000	MONEY
6853	over 4.5,CARDINAL	1	over 4.5	CARDINAL
2387	NHS Gloucestershire,ORG	1	NHS Gloucestershire	ORG
6843	5-11 year old,DATE	1	5-11 year old	DATE
2391	24 August,DATE	1	24 August	DATE
6838	between 11-15,DATE	1	between 11-15	DATE
6839	94.9 per cent,PERCENT	1	94.9 per cent	PERCENT
6840	92.5 per cent,PERCENT	1	92.5 per cent	PERCENT
6841	the school week,DATE	1	the school week	DATE
6842	Trevor,PERSON	1	Trevor	PERSON
2390	36,078,MONEY	1	36,078	MONEY
2389	Cheltenham Partnership,ORG	1	Cheltenham Partnership	ORG
6845	the Association of PE,ORG	1	the Association of PE	ORG
6846	158,CARDINAL	1	158	CARDINAL
6847	Skills,ORG	1	Skills	ORG
6848	over 7,500,CARDINAL	1	over 7,500	CARDINAL
6849	21,500,CARDINAL	1	21,500	CARDINAL
6850	Premier League Community,ORG	1	Premier League Community	ORG
6797	Tens of thousands,CARDINAL	1	Tens of thousands	CARDINAL
6796	the next fortnight,DATE	1	the next fortnight	DATE
2407	24.4%,PERCENT	1	24.4%	PERCENT
6794	that evening,TIME	1	that evening	TIME
2419	Zac,PERSON	1	Zac	PERSON
2418	Zac Goldsmith,PERSON	1	Zac Goldsmith	PERSON
2415	Mars,LOC	1	Mars	LOC
2414	Elvis,PERSON	1	Elvis	PERSON
6746	100 and 200 metres,QUANTITY	1	100 and 200 metres	QUANTITY
1	The Institute for Public Policy Research,ORG	1	The Institute for Public Policy Research	ORG
6749	137,900,CARDINAL	1	137,900	CARDINAL
6750	approximately 135,000,CARDINAL	1	approximately 135,000	CARDINAL
6751	134,000,CARDINAL	1	134,000	CARDINAL
6752	the year before that,DATE	1	the year before that	DATE
6753	200million,MONEY	1	200million	MONEY
6754	the Sainsbury’s Anniversary Games 2013,EVENT	1	the Sainsbury’s Anniversary Games 2013	EVENT
6755	a decent pay day,DATE	1	a decent pay day	DATE
6756	65,000,CARDINAL	1	65,000	CARDINAL
6757	Godfather II,WORK_OF_ART	1	Godfather II	WORK_OF_ART
2420	Oxford,ORG	1	Oxford	ORG
6740	Jonathan Agnew,PERSON	1	Jonathan Agnew	PERSON
6739	Vic Marks,PERSON	1	Vic Marks	PERSON
2435	Andy Matthews,PERSON	1	Andy Matthews	PERSON
6722	fortnight,DATE	1	fortnight	DATE
2439	David Fursdon,PERSON	1	David Fursdon	PERSON
2438	The South West 2012 Games Legacy Conference,EVENT	1	The South West 2012 Games Legacy Conference	EVENT
6725	Kenyans,NORP	1	Kenyans	NORP
2437	Taunton,GPE	1	Taunton	GPE
2436	the Portland Community Partnership,ORG	1	the Portland Community Partnership	ORG
6729	the All England Club,ORG	1	the All England Club	ORG
6738	Henry Blofeld,PERSON	1	Henry Blofeld	PERSON
6730	Novak Djokovic,PERSON	1	Novak Djokovic	PERSON
2433	1500 metres,QUANTITY	1	1500 metres	QUANTITY
2423	Michael Portillo,PERSON	1	Michael Portillo	PERSON
6734	David Gower’s,PERSON	1	David Gower’s	PERSON
6735	the knight of the realm on,PERSON	1	the knight of the realm on	PERSON
6736	Michael Atherton,PERSON	1	Michael Atherton	PERSON
6758	This night,TIME	1	This night	TIME
6759	both days,DATE	1	both days	DATE
6760	130,000,CARDINAL	1	130,000	CARDINAL
6786	barely hours,TIME	1	barely hours	TIME
6780	a Flag Institute Conference,EVENT	1	a Flag Institute Conference	EVENT
2409	16.4%,PERCENT	1	16.4%	PERCENT
6782	Lewisham,GPE	1	Lewisham	GPE
6783	A couple of days,DATE	1	A couple of days	DATE
6784	about a month’s,DATE	1	about a month’s	DATE
6785	Singin' in the Rain,WORK_OF_ART	1	Singin' in the Rain	WORK_OF_ART
6787	Custom House DLR,FAC	1	Custom House DLR	FAC
2411	Xavier Gonzalez,PERSON	1	Xavier Gonzalez	PERSON
6788	Games Maker,PERSON	1	Games Maker	PERSON
6789	a glorious few weeks,DATE	1	a glorious few weeks	DATE
2408	21.2%,PERCENT	1	21.2%	PERCENT
6791	140,CARDINAL	1	140	CARDINAL
6792	Ruritanian,NORP	1	Ruritanian	NORP
6793	Ninety minutes,TIME	1	Ninety minutes	TIME
6779	the last day,DATE	1	the last day	DATE
6777	GER,NORP	1	GER	NORP
2412	TUC,ORG	1	TUC	ORG
6768	Sally Peake,PERSON	1	Sally Peake	PERSON
6762	this lovely night,TIME	1	this lovely night	TIME
6763	Boadicea,PERSON	1	Boadicea	PERSON
6764	Colin Murray,PERSON	1	Colin Murray	PERSON
6765	that first Friday,DATE	1	that first Friday	DATE
6766	9,TIME	1	9	TIME
6767	am,TIME	1	am	TIME
6769	Yelena Isinbayeva,PERSON	1	Yelena Isinbayeva	PERSON
6776	GBR,ORG	1	GBR	ORG
6770	four metres,QUANTITY	1	four metres	QUANTITY
6771	Birchfield Harriers,ORG	1	Birchfield Harriers	ORG
6772	another night,TIME	1	another night	TIME
6773	Atlas,PRODUCT	1	Atlas	PRODUCT
6774	about 15 days,DATE	1	about 15 days	DATE
6775	the last few days,DATE	1	the last few days	DATE
6568	172,300,CARDINAL	1	172,300	CARDINAL
6566	7,039,840,MONEY	1	7,039,840	MONEY
2376	x minutes,QUANTITY	1	x minutes	QUANTITY
6369	Colombian,NORP	1	Colombian	NORP
6353	£6.5bn in upgrading the,MONEY	1	£6.5bn in upgrading the	MONEY
6354	over 101 million,CARDINAL	1	over 101 million	CARDINAL
6355	a single day,DATE	1	a single day	DATE
6356	4.52,CARDINAL	1	4.52	CARDINAL
6357	Ufi Ibrahim,PERSON	1	Ufi Ibrahim	PERSON
6358	the British Hospitality Association,ORG	1	the British Hospitality Association	ORG
6359	Post 2012,DATE	1	Post 2012	DATE
6360	OIympics,EVENT	1	OIympics	EVENT
2578	Jarl Walsh,PERSON	1	Jarl Walsh	PERSON
6362	Vero Communications,ORG	1	Vero Communications	ORG
6363	Rio,ORG	1	Rio	ORG
6364	Martine Ainsworth Wells,PERSON	1	Martine Ainsworth Wells	PERSON
6365	Ainsworth & Wells,ORG	1	Ainsworth & Wells	ORG
2577	almost six months ago,DATE	1	almost six months ago	DATE
2576	Only 35%,PERCENT	1	Only 35%	PERCENT
2579	the National Cycling Centre,FAC	1	the National Cycling Centre	FAC
2580	62,500,CARDINAL	1	62,500	CARDINAL
2581	12,500,CARDINAL	1	12,500	CARDINAL
6341	31 million,CARDINAL	1	31 million	CARDINAL
6335	the Wimbledon Lawn Tennis Museum,ORG	1	the Wimbledon Lawn Tennis Museum	ORG
6336	the first five months of this year,DATE	1	the first five months of this year	DATE
6337	more than 7 per cent,PERCENT	1	more than 7 per cent	PERCENT
6338	Year,DATE	1	Year	DATE
6339	about 90 per cent,PERCENT	1	about 90 per cent	PERCENT
6340	the Office of National Statistics’,ORG	1	the Office of National Statistics’	ORG
6342	just 1 per cent,PERCENT	1	just 1 per cent	PERCENT
6349	Open East Festival,EVENT	1	Open East Festival	EVENT
6343	9.5 per cent,PERCENT	1	9.5 per cent	PERCENT
6344	Sandie Dawe,PERSON	1	Sandie Dawe	PERSON
6345	1million,CARDINAL	1	1million	CARDINAL
6346	40m,CARDINAL	1	40m	CARDINAL
2584	16 to 19,DATE	1	16 to 19	DATE
6348	3 per cent,PERCENT	1	3 per cent	PERCENT
2575	around one,CARDINAL	1	around one	CARDINAL
6370	Medellin,GPE	1	Medellin	GPE
2586	between 2013-17,DATE	1	between 2013-17	DATE
6371	Argentine,NORP	1	Argentine	NORP
6391	The White Water Centre,FAC	1	The White Water Centre	FAC
6392	more than 50,CARDINAL	1	more than 50	CARDINAL
6393	Fraser Smalley,PERSON	1	Fraser Smalley	PERSON
6395	14 year-old,DATE	1	14 year-old	DATE
6396	C2,ORG	1	C2	ORG
6398	Etienne,PERSON	1	Etienne	PERSON
6399	GB Canoeing,ORG	1	GB Canoeing	ORG
6400	the White Water Centre,FAC	1	the White Water Centre	FAC
2559	£429m,MONEY	1	£429m	MONEY
2556	around £6.7 billion,MONEY	1	around £6.7 billion	MONEY
6405	the Lee Valley Centre,FAC	1	the Lee Valley Centre	FAC
2545	next five years,DATE	1	next five years	DATE
2543	early November,DATE	1	early November	DATE
6408	Shaun Pearce,PERSON	1	Shaun Pearce	PERSON
6409	GB Canoeing’s,ORG	1	GB Canoeing’s	ORG
6390	more than £30 million,MONEY	1	more than £30 million	MONEY
2564	The Olympic Legacy Report,WORK_OF_ART	1	The Olympic Legacy Report	WORK_OF_ART
2565	Greenwich council,ORG	1	Greenwich council	ORG
2569	Pentathlon,EVENT	1	Pentathlon	EVENT
2572	the Royal Borough,GPE	1	the Royal Borough	GPE
6373	the summer of 2018,DATE	1	the summer of 2018	DATE
6374	Glasgow,ORG	1	Glasgow	ORG
6375	Medellin,ORG	1	Medellin	ORG
2571	Chris Roberts,PERSON	1	Chris Roberts	PERSON
6377	less than a year ago,DATE	1	less than a year ago	DATE
6379	Lizzie Pollard,PERSON	1	Lizzie Pollard	PERSON
6387	Home Counties,LOC	1	Home Counties	LOC
6380	1½ million,CARDINAL	1	1½ million	CARDINAL
6381	Down Under,LOC	1	Down Under	LOC
6382	13 years ago,DATE	1	13 years ago	DATE
2568	Saturday 28 July,DATE	1	Saturday 28 July	DATE
6384	Phoenix AC,ORG	1	Phoenix AC	ORG
2567	Greenwich Market,FAC	1	Greenwich Market	FAC
6334	up to 50 per cent,PERCENT	1	up to 50 per cent	PERCENT
6332	9 per cent,PERCENT	1	9 per cent	PERCENT
6565	8,599,000,MONEY	1	8,599,000	MONEY
6293	1,200-1,500,CARDINAL	1	1,200-1,500	CARDINAL
6275	other days,DATE	1	other days	DATE
2611	George Abbot,ORG	1	George Abbot	ORG
2610	£2.9m,MONEY	1	£2.9m	MONEY
6278	£17 billion,MONEY	1	£17 billion	MONEY
6279	1.88 million sq ft,QUANTITY	1	1.88 million sq ft	QUANTITY
6280	£950 million,MONEY	1	£950 million	MONEY
2609	Cliftonville,GPE	1	Cliftonville	GPE
6282	Frank Lowy,PERSON	1	Frank Lowy	PERSON
6284	8.5 million,CARDINAL	1	8.5 million	CARDINAL
6285	September 2011,DATE	1	September 2011	DATE
6286	47 million,CARDINAL	1	47 million	CARDINAL
