	entity_ner_class	count	ner_class	entity_name
3179	Ellie Simmonds,PERSON	11	Ellie Simmonds	PERSON
3941	6,000,CARDINAL	11	6,000	CARDINAL
2920	David Sparkes,PERSON	10	David Sparkes	PERSON
7309	Javid,PERSON	10	Javid	PERSON
2000	46,CARDINAL	10	46	CARDINAL
784	2001,DATE	10	2001	DATE
5550	Alistair,PERSON	10	Alistair	PERSON
1829	USA,GPE	10	USA	GPE
1447	35,CARDINAL	10	35	CARDINAL
1282	Zaha Hadid,PERSON	10	Zaha Hadid	PERSON
155	City Hall,FAC	10	City Hall	FAC
420	Netherlands,GPE	10	Netherlands	GPE
4569	Coe,ORG	10	Coe	ORG
2592	Five,CARDINAL	10	Five	CARDINAL
1446	27 July,DATE	10	27 July	DATE
760	Altman,PERSON	10	Altman	PERSON
3001	two weeks,DATE	10	two weeks	DATE
1434	Olympic Delivery Authority,ORG	10	Olympic Delivery Authority	ORG
3797	German,NORP	10	German	NORP
692	more than half,CARDINAL	10	more than half	CARDINAL
1054	Canada,GPE	10	Canada	GPE
2850	A year,DATE	10	A year	DATE
381	the next 20 years,DATE	10	the next 20 years	DATE
1657	Corporation,ORG	10	Corporation	ORG
1654	the Copper Box,FAC	10	the Copper Box	FAC
687	Games,ORG	10	Games	ORG
3902	five hours,TIME	10	five hours	TIME
685	the Lower Lea Valley,LOC	10	the Lower Lea Valley	LOC
2762	later this year,DATE	10	later this year	DATE
2366	Dutch,NORP	10	Dutch	NORP
1129	1500m,QUANTITY	10	1500m	QUANTITY
4166	the Home Office,ORG	10	the Home Office	ORG
674	millions of pounds,MONEY	10	millions of pounds	MONEY
3971	Old Trafford,FAC	10	Old Trafford	FAC
1110	Daley Thompson,PERSON	10	Daley Thompson	PERSON
2693	Loughborough University,ORG	10	Loughborough University	ORG
1267	the weekend,DATE	10	the weekend	DATE
869	O2,FAC	10	O2	FAC
2358	Hyde Park,LOC	10	Hyde Park	LOC
728	450,MONEY	10	450	MONEY
2121	four years ago,DATE	10	four years ago	DATE
808	tens of thousands,CARDINAL	10	tens of thousands	CARDINAL
3682	British Athletics,ORG	10	British Athletics	ORG
5788	Cottesloe,GPE	10	Cottesloe	GPE
2083	two days,DATE	10	two days	DATE
1817	the Beijing Olympics,EVENT	10	the Beijing Olympics	EVENT
3252	Scottish,NORP	10	Scottish	NORP
574	Woolwich,GPE	10	Woolwich	GPE
2143	Dagenham,GPE	10	Dagenham	GPE
5416	Sky,ORG	10	Sky	ORG
5109	Prince Harry,PERSON	10	Prince Harry	PERSON
2940	16,CARDINAL	10	16	CARDINAL
3699	the Football Association,ORG	10	the Football Association	ORG
1311	Barking,GPE	10	Barking	GPE
2449	Jade Jones,PERSON	10	Jade Jones	PERSON
3860	Tories,NORP	10	Tories	NORP
3820	later this month,DATE	10	later this month	DATE
2497	European Championships,EVENT	10	European Championships	EVENT
242	CCPR,ORG	10	CCPR	ORG
1181	Orbit,FAC	10	Orbit	FAC
3691	the London Stadium,FAC	10	the London Stadium	FAC
7635	Champions League,ORG	9	Champions League	ORG
627	£9.3bn budget,MONEY	9	£9.3bn budget	MONEY
2446	WSFF,ORG	9	WSFF	ORG
1148	the next few years,DATE	9	the next few years	DATE
257	UK Sport's,ORG	9	UK Sport's	ORG
6166	David,PERSON	9	David	PERSON
10264	London Stadium,FAC	9	London Stadium	FAC
1915	London,ORG	9	London	ORG
1321	Hammers,NORP	9	Hammers	NORP
1308	Devon,GPE	9	Devon	GPE
9628	the last decade,DATE	9	the last decade	DATE
7915	the Cultural Olympiad,EVENT	9	the Cultural Olympiad	EVENT
3350	Assembly,ORG	9	Assembly	ORG
2448	Charlotte Dujardin,PERSON	9	Charlotte Dujardin	PERSON
3386	Olympicopolis,GPE	9	Olympicopolis	GPE
978	each year,DATE	9	each year	DATE
2910	Louis Smith,PERSON	9	Louis Smith	PERSON
724	two-thirds,CARDINAL	9	two-thirds	CARDINAL
946	earlier this month,DATE	9	earlier this month	DATE
12597	V&A,ORG	9	V&A	ORG
4598	Ed Miliband,PERSON	9	Ed Miliband	PERSON
4292	Minichiello,PERSON	9	Minichiello	PERSON
1875	Legacy,ORG	9	Legacy	ORG
1551	2,MONEY	9	2	MONEY
893	the United Kingdom,GPE	9	the United Kingdom	GPE
73	20 years,DATE	9	20 years	DATE
4805	Dow,ORG	9	Dow	ORG
3036	Melton,GPE	9	Melton	GPE
8007	IndyCar,ORG	9	IndyCar	ORG
746	Manchester City,GPE	9	Manchester City	GPE
1455	Andrew Boff,PERSON	9	Andrew Boff	PERSON
4167	120,CARDINAL	9	120	CARDINAL
1729	Bangor,GPE	9	Bangor	GPE
3767	150,000,CARDINAL	9	150,000	CARDINAL
1239	Diack,PERSON	9	Diack	PERSON
2544	the School Games,EVENT	9	the School Games	EVENT
4306	4x100m,QUANTITY	9	4x100m	QUANTITY
2741	Four,CARDINAL	9	Four	CARDINAL
2036	Sport Wales,ORG	9	Sport Wales	ORG
1587	Brits,NORP	9	Brits	NORP
4330	Holland,GPE	9	Holland	GPE
3800	Balfour Beatty,ORG	9	Balfour Beatty	ORG
3226	30,000,CARDINAL	9	30,000	CARDINAL
1023	Places People Play,WORK_OF_ART	9	Places People Play	WORK_OF_ART
473	the autumn,DATE	9	the autumn	DATE
4674	Hampshire,GPE	9	Hampshire	GPE
600	Queen,PERSON	9	Queen	PERSON
10319	Sanchez,PERSON	9	Sanchez	PERSON
1733	two-hour,TIME	9	two-hour	TIME
8264	Waterfield,PERSON	9	Waterfield	PERSON
2518	Mo Farah's,PERSON	9	Mo Farah's	PERSON
3705	Cabinet,ORG	9	Cabinet	ORG
3539	Rio,EVENT	9	Rio	EVENT
1286	500,MONEY	9	500	MONEY
675	Secondly,ORDINAL	9	Secondly	ORDINAL
461	Kate Hoey,PERSON	9	Kate Hoey	PERSON
1177	the ArcelorMittal Orbit,FAC	9	the ArcelorMittal Orbit	FAC
1629	two-day,DATE	9	two-day	DATE
1345	£40 million,MONEY	9	£40 million	MONEY
366	billions,CARDINAL	9	billions	CARDINAL
2401	The Queen Elizabeth Olympic Park,FAC	9	The Queen Elizabeth Olympic Park	FAC
6419	Chobham Academy,ORG	9	Chobham Academy	ORG
2261	Half,CARDINAL	9	Half	CARDINAL
2669	Toni Minichiello,PERSON	9	Toni Minichiello	PERSON
10275	2.5,MONEY	9	2.5	MONEY
1171	Orbit,PRODUCT	9	Orbit	PRODUCT
10569	Zaha Hadid's,PERSON	9	Zaha Hadid's	PERSON
5153	Danny Boyle’s,PERSON	9	Danny Boyle’s	PERSON
755	22,CARDINAL	9	22	CARDINAL
1042	30%,PERCENT	9	30%	PERCENT
2427	Westminster,GPE	9	Westminster	GPE
5125	ITV,ORG	8	ITV	ORG
1849	South Korea,GPE	8	South Korea	GPE
4991	Locog,PERSON	8	Locog	PERSON
3078	the first year,DATE	8	the first year	DATE
775	Department for Culture, Media and Sport,ORG	8	Department for Culture, Media and Sport	ORG
10545	Hackney Council,ORG	8	Hackney Council	ORG
74	Los Angeles,GPE	8	Los Angeles	GPE
1834	400m,QUANTITY	8	400m	QUANTITY
5241	South Africa,GPE	8	South Africa	GPE
2688	BT Sport,ORG	8	BT Sport	ORG
4461	the Millennium Dome,FAC	8	the Millennium Dome	FAC
3620	Real Madrid,ORG	8	Real Madrid	ORG
2665	Jess Ennis,PERSON	8	Jess Ennis	PERSON
2666	Earlier this month,DATE	8	Earlier this month	DATE
2817	A year on,DATE	8	A year on	DATE
3322	billions of pounds,MONEY	8	billions of pounds	MONEY
3229	House of Lords,ORG	8	House of Lords	ORG
121	Dorset,GPE	8	Dorset	GPE
1111	West Ham United's,ORG	8	West Ham United's	ORG
5731	29,CARDINAL	8	29	CARDINAL
9892	Charlton,ORG	8	Charlton	ORG
19	five-year,DATE	8	five-year	DATE
1420	500,000,MONEY	8	500,000	MONEY
9212	Everton,ORG	8	Everton	ORG
6963	Burnside,PERSON	8	Burnside	PERSON
5672	Danny Boyle's,PERSON	8	Danny Boyle's	PERSON
3932	Aquatics Centre,FAC	8	Aquatics Centre	FAC
1644	July 2013,DATE	8	July 2013	DATE
2859	24,MONEY	8	24	MONEY
4400	Championship,ORG	8	Championship	ORG
2469	Zara Phillips,PERSON	8	Zara Phillips	PERSON
9419	20-year,DATE	8	20-year	DATE
1045	SSP,ORG	8	SSP	ORG
275	VeloPark,FAC	8	VeloPark	FAC
2624	Grey-Thompson,PERSON	8	Grey-Thompson	PERSON
3291	Lend Lease,ORG	8	Lend Lease	ORG
2735	one year,DATE	8	one year	DATE
6297	iCity,ORG	8	iCity	ORG
4549	500 days,DATE	8	500 days	DATE
2585	493,MONEY	8	493	MONEY
1277	Westfield,ORG	8	Westfield	ORG
4505	Levy,PERSON	8	Levy	PERSON
3270	429,MONEY	8	429	MONEY
207	20%,PERCENT	8	20%	PERCENT
1195	an Olympic Games,EVENT	8	an Olympic Games	EVENT
219	50,000,CARDINAL	8	50,000	CARDINAL
2547	the Cabinet Office,ORG	8	the Cabinet Office	ORG
2524	hours,TIME	8	hours	TIME
9492	50-metre,QUANTITY	8	50-metre	QUANTITY
11	post-Olympic,EVENT	8	post-Olympic	EVENT
6482	Cable,PERSON	8	Cable	PERSON
1162	three weeks,DATE	8	three weeks	DATE
5797	Lyttelton,GPE	8	Lyttelton	GPE
3958	Eton Dorney,FAC	8	Eton Dorney	FAC
7299	Greenwich Park,LOC	8	Greenwich Park	LOC
2273	Tim Lamb,PERSON	8	Tim Lamb	PERSON
3360	Italy,GPE	8	Italy	GPE
5374	the Rugby World Cup,EVENT	8	the Rugby World Cup	EVENT
559	Leyton,GPE	8	Leyton	GPE
6061	Shakespeare,PERSON	8	Shakespeare	PERSON
613	Michael Phelps,PERSON	8	Michael Phelps	PERSON
2949	Tyson Gay,PERSON	8	Tyson Gay	PERSON
546	Bow,GPE	8	Bow	GPE
938	6,MONEY	8	6	MONEY
7817	next season,DATE	8	next season	DATE
2947	Asafa Powell,PERSON	8	Asafa Powell	PERSON
995	West Ham United Football Club,ORG	8	West Ham United Football Club	ORG
2131	Milton Keynes,GPE	8	Milton Keynes	GPE
1010	Mall,FAC	8	Mall	FAC
929	5,MONEY	8	5	MONEY
4000	Wimbledon,GPE	8	Wimbledon	GPE
2167	Downing Street,ORG	8	Downing Street	ORG
1628	weekend,DATE	8	weekend	DATE
4018	quarterly,DATE	8	quarterly	DATE
1027	40,000,CARDINAL	8	40,000	CARDINAL
664	Jules Pipe,PERSON	8	Jules Pipe	PERSON
4041	Conservatives,NORP	8	Conservatives	NORP
9103	Ferdinand,PERSON	8	Ferdinand	PERSON
7165	Get Living London,ORG	8	Get Living London	ORG
1631	100-mile,QUANTITY	8	100-mile	QUANTITY
1472	Andy Hunt,PERSON	8	Andy Hunt	PERSON
3266	18,CARDINAL	7	18	CARDINAL
1600	2030,DATE	7	2030	DATE
41	7,CARDINAL	7	7	CARDINAL
914	the Department of Culture, Media and Sport,ORG	7	the Department of Culture, Media and Sport	ORG
3385	Olympicopolis,FAC	7	Olympicopolis	FAC
1206	450,CARDINAL	7	450	CARDINAL
947	Loughborough,GPE	7	Loughborough	GPE
1618	School Games,EVENT	7	School Games	EVENT
1203	July 2005,DATE	7	July 2005	DATE
3257	the next 10 years,DATE	7	the next 10 years	DATE
4992	Nell,PERSON	7	Nell	PERSON
1183	London Development Agency,ORG	7	London Development Agency	ORG
1719	23,700,CARDINAL	7	23,700	CARDINAL
4847	Japan,GPE	7	Japan	GPE
4846	Tokyo,GPE	7	Tokyo	GPE
3719	Yesterday,DATE	7	Yesterday	DATE
3209	16,DATE	7	16	DATE
1080	2,800,CARDINAL	7	2,800	CARDINAL
5010	Rob,PERSON	7	Rob	PERSON
1412	Lord Moynihan,PERSON	7	Lord Moynihan	PERSON
1014	London Games,EVENT	7	London Games	EVENT
1513	Inspired Facilities,ORG	7	Inspired Facilities	ORG
1516	350,CARDINAL	7	350	CARDINAL
9819	the summer of 2012,DATE	7	the summer of 2012	DATE
57	Vancouver,GPE	7	Vancouver	GPE
3180	David Weir,PERSON	7	David Weir	PERSON
1343	the last few years,DATE	7	the last few years	DATE
10140	Allardyce,PERSON	7	Allardyce	PERSON
4809	Bhopal,GPE	7	Bhopal	GPE
2720	Andy Reed,PERSON	7	Andy Reed	PERSON
3367	Michel,PERSON	7	Michel	PERSON
3368	Somerset,GPE	7	Somerset	GPE
20	25 years,DATE	7	25 years	DATE
2754	the next two years,DATE	7	the next two years	DATE
2198	the West End,LOC	7	the West End	LOC
3600	272,MONEY	7	272	MONEY
404	multi-million pound,MONEY	7	multi-million pound	MONEY
11945	High Line,FAC	7	High Line	FAC
6961	Wapping,ORG	7	Wapping	ORG
2996	Stratford High Street,FAC	7	Stratford High Street	FAC
2350	the last six months,DATE	7	the last six months	DATE
2373	overnight,TIME	7	overnight	TIME
3478	Oxfordshire,GPE	7	Oxfordshire	GPE
1991	the Athens Olympics,EVENT	7	the Athens Olympics	EVENT
3012	earlier this week,DATE	7	earlier this week	DATE
2402	11,000,CARDINAL	7	11,000	CARDINAL
7870	last weekend,DATE	7	last weekend	DATE
88	1908,DATE	7	1908	DATE
7047	2009-10,DATE	7	2009-10	DATE
6724	Anniversary Games,EVENT	7	Anniversary Games	EVENT
326	the North East,LOC	7	the North East	LOC
129	evening,TIME	7	evening	TIME
1925	Crossrail,FAC	7	Crossrail	FAC
3619	Barcelona,ORG	7	Barcelona	ORG
2451	Dani King,PERSON	7	Dani King	PERSON
2811	200,000,CARDINAL	7	200,000	CARDINAL
6608	0,MONEY	7	0	MONEY
5767	The Curious Incident of the Dog in the Night-time,WORK_OF_ART	7	The Curious Incident of the Dog in the Night-time	WORK_OF_ART
1893	Beijing Olympics,EVENT	7	Beijing Olympics	EVENT
3038	Nottingham,GPE	7	Nottingham	GPE
2320	8,CARDINAL	7	8	CARDINAL
11250	Wrexham,GPE	7	Wrexham	GPE
5796	National,FAC	7	National	FAC
2960	80,000,MONEY	7	80,000	MONEY
2165	The Department for Education,ORG	7	The Department for Education	ORG
4036	90%,PERCENT	7	90%	PERCENT
3511	the Daily Telegraph,ORG	7	the Daily Telegraph	ORG
106	Trafalgar Square,FAC	7	Trafalgar Square	FAC
109	9,000,CARDINAL	7	9,000	CARDINAL
11436	15 10,CARDINAL	7	15 10	CARDINAL
11429	31 20,CARDINAL	7	31 20	CARDINAL
11423	63 40,CARDINAL	7	63 40	CARDINAL
2224	Stratford,ORG	7	Stratford	ORG
555	Walthamstow,GPE	7	Walthamstow	GPE
2233	Tube,FAC	7	Tube	FAC
2251	25,CARDINAL	7	25	CARDINAL
587	David Beckham,PERSON	7	David Beckham	PERSON
2090	The Olympic Games,EVENT	7	The Olympic Games	EVENT
570	Greenwich,LOC	7	Greenwich	LOC
3966	the end of the year,DATE	7	the end of the year	DATE
5587	the Rugby Football Union,ORG	7	the Rugby Football Union	ORG
5588	the Lawn Tennis Association,ORG	7	the Lawn Tennis Association	ORG
2290	6,CARDINAL	7	6	CARDINAL
2294	9,CARDINAL	7	9	CARDINAL
3951	Royal Victoria Dock,FAC	7	Royal Victoria Dock	FAC
3950	Excel Centre,FAC	7	Excel Centre	FAC
7065	90 per cent,PERCENT	7	90 per cent	PERCENT
7643	Stamford Bridge,FAC	7	Stamford Bridge	FAC
281	Michael,PERSON	7	Michael	PERSON
5467	10,000m,QUANTITY	7	10,000m	QUANTITY
204	10%,PERCENT	7	10%	PERCENT
783	1999,DATE	7	1999	DATE
6435	Daniel,PERSON	7	Daniel	PERSON
5821	National,ORG	7	National	ORG
3806	three-day,DATE	7	three-day	DATE
2550	The Cabinet Office,ORG	7	The Cabinet Office	ORG
5079	Team GB’s,ORG	7	Team GB’s	ORG
5152	Olympiad,EVENT	7	Olympiad	EVENT
2661	1991,DATE	7	1991	DATE
3812	Last night,TIME	7	Last night	TIME
5074	GETTY IMAGES,ORG	7	GETTY IMAGES	ORG
213	30,MONEY	7	30	MONEY
1810	Spanish,NORP	7	Spanish	NORP
1830	the century,DATE	7	the century	DATE
2514	17,500,CARDINAL	7	17,500	CARDINAL
791	The London Olympics,EVENT	7	The London Olympics	EVENT
1859	Ipswich,GPE	7	Ipswich	GPE
782	Hoey,PERSON	7	Hoey	PERSON
725	Wales,PERSON	7	Wales	PERSON
2753	£150m,MONEY	7	£150m	MONEY
5803	the Old Vic,FAC	7	the Old Vic	FAC
3785	First Base,ORG	7	First Base	ORG
5842	Adelphi,FAC	7	Adelphi	FAC
6217	the House of Lords,ORG	7	the House of Lords	ORG
4737	London & Partners,ORG	6	London & Partners	ORG
9108	England,NORP	6	England	NORP
9129	Finland,GPE	6	Finland	GPE
2583	British Rowing,ORG	6	British Rowing	ORG
6276	Jason Orton,PERSON	6	Jason Orton	PERSON
6331	August 2012,DATE	6	August 2012	DATE
13066	Here East,FAC	6	Here East	FAC
11883	Highflyer,ORG	6	Highflyer	ORG
2773	spring 2014,DATE	6	spring 2014	DATE
3955	Excel,ORG	6	Excel	ORG
4374	Australians,NORP	6	Australians	NORP
5619	Hone,ORG	6	Hone	ORG
5601	Philip Craven,PERSON	6	Philip Craven	PERSON
3204	29,DATE	6	29	DATE
2659	700,000,MONEY	6	700,000	MONEY
3660	24-hour,TIME	6	24-hour	TIME
6300	James Corner,PERSON	6	James Corner	PERSON
1165	ArcelorMittal,ORG	6	ArcelorMittal	ORG
2277	NGBs,ORG	6	NGBs	ORG
1481	28,CARDINAL	6	28	CARDINAL
3518	October 2012,DATE	6	October 2012	DATE
6126	Simms,PERSON	6	Simms	PERSON
6215	£150 million,MONEY	6	£150 million	MONEY
1020	Tim Leiweke,PERSON	6	Tim Leiweke	PERSON
1240	an hour,TIME	6	an hour	TIME
32	the World Athletics Championships,EVENT	6	the World Athletics Championships	EVENT
9073	600,MONEY	6	600	MONEY
3525	Sported,ORG	6	Sported	ORG
1492	Richard Lewis,PERSON	6	Richard Lewis	PERSON
6223	£300 million,MONEY	6	£300 million	MONEY
2921	the Aquatic Centre,FAC	6	the Aquatic Centre	FAC
31	the Stade de France,FAC	6	the Stade de France	FAC
7260	Sweden,GPE	6	Sweden	GPE
2890	Rio 2016,EVENT	6	Rio 2016	EVENT
1244	the end of March,DATE	6	the end of March	DATE
178	10 years ago,DATE	6	10 years ago	DATE
7250	Burgess,PERSON	6	Burgess	PERSON
472	the coming months,DATE	6	the coming months	DATE
9672	Sparkes,PERSON	6	Sparkes	PERSON
3279	the High Court,ORG	6	the High Court	ORG
7245	McNamara,PERSON	6	McNamara	PERSON
2236	Earth,LOC	6	Earth	LOC
2238	Underground,FAC	6	Underground	FAC
5647	Boyle,PERSON	6	Boyle	PERSON
3292	John Armitt,PERSON	6	John Armitt	PERSON
6257	April 2012,DATE	6	April 2012	DATE
13248	Sadler’s Wells,ORG	6	Sadler’s Wells	ORG
6388	Sally Gunnell,PERSON	6	Sally Gunnell	PERSON
1433	League One,ORG	6	League One	ORG
1077	Athletes' Village,FAC	6	Athletes' Village	FAC
9393	One year,DATE	6	One year	DATE
324	Adrian Warner,PERSON	6	Adrian Warner	PERSON
5741	last year’s,DATE	6	last year’s	DATE
3716	one day,DATE	6	one day	DATE
1349	the last few weeks,DATE	6	the last few weeks	DATE
4631	Muslim,NORP	6	Muslim	NORP
3614	Hearn,ORG	6	Hearn	ORG
1175	the Olympic Legacy Company,ORG	6	the Olympic Legacy Company	ORG
1139	David Lammy,PERSON	6	David Lammy	PERSON
1140	Culture, Media and Sport,ORG	6	Culture, Media and Sport	ORG
2516	the European Championships,EVENT	6	the European Championships	EVENT
251	75%,PERCENT	6	75%	PERCENT
2456	Anna Watkins,PERSON	6	Anna Watkins	PERSON
253	1976,DATE	6	1976	DATE
6557	0,CARDINAL	6	0	CARDINAL
2513	15,000,CARDINAL	6	15,000	CARDINAL
3836	tens of millions of pounds,MONEY	6	tens of millions of pounds	MONEY
4607	afternoon,TIME	6	afternoon	TIME
284	Angela,PERSON	6	Angela	PERSON
2800	Vince Cable,PERSON	6	Vince Cable	PERSON
4465	Nick Bitel,PERSON	6	Nick Bitel	PERSON
1166	Anish Kapoor,PERSON	6	Anish Kapoor	PERSON
273	BMX,ORG	6	BMX	ORG
2495	three days,DATE	6	three days	DATE
136	35,MONEY	6	35	MONEY
4645	the 1970s,DATE	6	the 1970s	DATE
3875	24,CARDINAL	6	24	CARDINAL
6732	Ashes,EVENT	6	Ashes	EVENT
6863	Team London,ORG	6	Team London	ORG
1078	the Athletes' Village,FAC	6	the Athletes' Village	FAC
2723	the National Health Service,ORG	6	the National Health Service	ORG
3833	2010-11,DATE	6	2010-11	DATE
2562	G4S,PRODUCT	6	G4S	PRODUCT
3915	1 million,CARDINAL	6	1 million	CARDINAL
3583	autumn,DATE	6	autumn	DATE
4435	Redknapp,PERSON	6	Redknapp	PERSON
212	the past three years,DATE	6	the past three years	DATE
2839	300,MONEY	6	300	MONEY
4711	Ponulak,PERSON	6	Ponulak	PERSON
9237	United Kingdom,GPE	6	United Kingdom	GPE
3794	Armitt,PERSON	6	Armitt	PERSON
2155	last season,DATE	6	last season	DATE
371	Martin,PERSON	6	Martin	PERSON
1396	Ellis,PERSON	6	Ellis	PERSON
1107	the River Thames,LOC	6	the River Thames	LOC
3223	the next few months,DATE	6	the next few months	DATE
1109	Kelly Holmes,PERSON	6	Kelly Holmes	PERSON
3890	Liberal Democrat,NORP	6	Liberal Democrat	NORP
6745	one-year,DATE	6	one-year	DATE
6733	the past fortnight,DATE	6	the past fortnight	DATE
1378	Olympic and,EVENT	6	Olympic and	EVENT
2426	Dave,PERSON	6	Dave	PERSON
3236	25%,PERCENT	6	25%	PERCENT
1368	200,000,MONEY	6	200,000	MONEY
9654	Galliard,ORG	6	Galliard	ORG
2149	1998,DATE	6	1998	DATE
1622	PA,ORG	6	PA	ORG
13303	Cook,PERSON	6	Cook	PERSON
1974	The White Building,FAC	6	The White Building	FAC
1981	eight years,DATE	6	eight years	DATE
8750	Leicester,GPE	6	Leicester	GPE
6114	fifth,ORDINAL	6	fifth	ORDINAL
7758	200,MONEY	6	200	MONEY
11161	Carpenters,PERSON	6	Carpenters	PERSON
874	the winter,DATE	6	the winter	DATE
5316	Steve Redgrave,PERSON	6	Steve Redgrave	PERSON
4217	Athletics,ORG	6	Athletics	ORG
9649	700,CARDINAL	6	700	CARDINAL
763	14,DATE	6	14	DATE
866	the United States,GPE	6	the United States	GPE
7719	Waltham Forest,LOC	6	Waltham Forest	LOC
1913	the Bird's Nest,FAC	6	the Bird's Nest	FAC
2034	Edinburgh,GPE	6	Edinburgh	GPE
3490	2014-15,DATE	6	2014-15	DATE
1586	the Department of Health,ORG	6	the Department of Health	ORG
599	The Mall,FAC	6	The Mall	FAC
8850	West Ham's,FAC	6	West Ham's	FAC
8856	Sam Allardyce,PERSON	6	Sam Allardyce	PERSON
933	£100m,MONEY	6	£100m	MONEY
4114	Midlands,LOC	6	Midlands	LOC
8140	O'Neill,PERSON	6	O'Neill	PERSON
3013	the last 12 months,DATE	6	the last 12 months	DATE
699	KPMG,ORG	6	KPMG	ORG
1665	Suffolk,GPE	6	Suffolk	GPE
8628	Clarkson,PERSON	6	Clarkson	PERSON
5253	Mo,PERSON	6	Mo	PERSON
7920	BT,ORG	6	BT	ORG
4192	Philadelphia,GPE	6	Philadelphia	GPE
7905	West Ham,FAC	6	West Ham	FAC
7903	Football League,ORG	6	Football League	ORG
5163	St Pancras,FAC	6	St Pancras	FAC
1883	the last four years,DATE	6	the last four years	DATE
2690	Barclays Premier League,ORG	6	Barclays Premier League	ORG
4910	a month,DATE	6	a month	DATE
107	80,000-seater,QUANTITY	6	80,000-seater	QUANTITY
4135	50,MONEY	6	50	MONEY
1688	two-week,DATE	6	two-week	DATE
1953	the last two years,DATE	6	the last two years	DATE
1955	Formula One,ORG	6	Formula One	ORG
7879	Jack Wilshere,PERSON	6	Jack Wilshere	PERSON
4329	World Cups,EVENT	6	World Cups	EVENT
2691	iCITY,ORG	6	iCITY	ORG
3726	17,000,CARDINAL	6	17,000	CARDINAL
1712	the London Olympic Games,EVENT	6	the London Olympic Games	EVENT
1663	the last three years,DATE	6	the last three years	DATE
7549	9billion,MONEY	6	9billion	MONEY
977	125,MONEY	6	125	MONEY
2712	more than 1,000,CARDINAL	6	more than 1,000	CARDINAL
1825	Olympia,GPE	6	Olympia	GPE
3371	Italian,NORP	6	Italian	NORP
2134	BBL,ORG	6	BBL	ORG
4054	Paul Deighton,PERSON	6	Paul Deighton	PERSON
1742	24 hours,TIME	6	24 hours	TIME
797	32,CARDINAL	6	32	CARDINAL
4055	David Higgins,PERSON	6	David Higgins	PERSON
8388	Roy Hodgson,PERSON	6	Roy Hodgson	PERSON
4839	the Beijing Olympic Games,EVENT	6	the Beijing Olympic Games	EVENT
4792	Daegu,GPE	6	Daegu	GPE
2697	2019,DATE	6	2019	DATE
3404	Jackson,PERSON	6	Jackson	PERSON
803	Swansea,GPE	6	Swansea	GPE
11444	Olympic Providers,EVENT	6	Olympic Providers	EVENT
1541	34,CARDINAL	6	34	CARDINAL
13424	Cheyne,PERSON	6	Cheyne	PERSON
815	Staffordshire,GPE	6	Staffordshire	GPE
2079	Montreal,GPE	6	Montreal	GPE
572	a third,CARDINAL	6	a third	CARDINAL
4291	Berlin,GPE	6	Berlin	GPE
3061	Maria Miller,PERSON	6	Maria Miller	PERSON
855	David Bond,PERSON	6	David Bond	PERSON
971	150,CARDINAL	6	150	CARDINAL
7641	Bayern Munich,ORG	6	Bayern Munich	ORG
5757	Chariots of Fire,WORK_OF_ART	5	Chariots of Fire	WORK_OF_ART
8327	Lloyds,ORG	5	Lloyds	ORG
6240	secondary,ORDINAL	5	secondary	ORDINAL
2699	Copper Box,FAC	5	Copper Box	FAC
5008	John Terry,PERSON	5	John Terry	PERSON
2620	Mawson,PERSON	5	Mawson	PERSON
5068	Docklands,LOC	5	Docklands	LOC
4526	EC,ORG	5	EC	ORG
2472	Beth Tweddle,PERSON	5	Beth Tweddle	PERSON
1689	1997,DATE	5	1997	DATE
8397	800m,QUANTITY	5	800m	QUANTITY
5174	the next decade,DATE	5	the next decade	DATE
2632	recent weeks,DATE	5	recent weeks	DATE
8378	a year ago,DATE	5	a year ago	DATE
5770	Sweeney Todd,WORK_OF_ART	5	Sweeney Todd	WORK_OF_ART
6191	Barbican,ORG	5	Barbican	ORG
1686	India,GPE	5	India	GPE
4966	that year,DATE	5	that year	DATE
5158	Somalia,GPE	5	Somalia	GPE
2757	the past few years,DATE	5	the past few years	DATE
4941	the week,DATE	5	the week	DATE
5775	27,CARDINAL	5	27	CARDINAL
4956	International Inspiration,ORG	5	International Inspiration	ORG
2696	2,000,CARDINAL	5	2,000	CARDINAL
6467	May 2010,DATE	5	May 2010	DATE
2529	60%,PERCENT	5	60%	PERCENT
6378	15-year-old,DATE	5	15-year-old	DATE
8129	Alex Ferguson,PERSON	5	Alex Ferguson	PERSON
5140	Alistair Brownlee,PERSON	5	Alistair Brownlee	PERSON
5144	Japanese,NORP	5	Japanese	NORP
6030	Martine Wright,PERSON	5	Martine Wright	PERSON
6192	Create London,ORG	5	Create London	ORG
6402	Fraser,PERSON	5	Fraser	PERSON
2582	the Tour de France,EVENT	5	the Tour de France	EVENT
2552	11 million,CARDINAL	5	11 million	CARDINAL
2727	Jonathan Edwards,PERSON	5	Jonathan Edwards	PERSON
